originalText,label_class,label
颈部脊髓损伤的是什么原因啊,病因,10
第一次怀孕是人流还是药流好？,其他,2
氨碘肽注射液你们健客网站有卖的吗？应该怎么购买？,其他,2
遗传性压力易感性周围神经病怎么办,治疗方法,8
您好，医生，我公公今年64岁，他有心脏病，过几天他从我大姑家过来我们家住，到时我估计要煮饭给他吃，可是我很慌，不知道他什么能吃什么不能吃，您可以告诉我心脏病人吃什么好吗？,其他,2
肛门口长了包，有时脱出，肿胀。痔疮是怎么回事？北京治痔疮最好的医院是哪间？,其他,2
吃什么药物对身体既没害又能根治慢性直肠炎？,治疗方法,8
强迫症重复的思维如何摆脱,治愈率,7
跟骨刺的症状可以服用藤黄健骨片么？,适用症,14
脑梗导致双腿无力走路不稳,临床表现(病症表现),0
肛门潮湿和小腹坠胀需要做什么捡查,化验/体检方案,3
几天前心慌，过了几天又有心慌还有汗，做了心点图和彩超都无问题，请问是什么原因？,临床表现(病症表现),0
我最近感觉到胸闷痛、心悸、心慌，朋友说复方血栓通胶囊效果挺好的，不知道还有没有啊,其他,2
心脏病高血压应注意什么,预防,15
肾积水肾结石有那些药,治疗方法,8
前两年才出现，注意力在不集中的情况下左眼向左偏，右眼正常，看远处注意力集中也没用,其他,2
本人颈动脉斑块，有10年的失眠史，其他指标正常，不知有无建议？,治疗方法,8
可以帮我介绍一种可以治疗阴茎敏感性早泄的套装吗?求帮忙啦??,适用症,14
贴痔疮贴有用吗？能彻底治疗吗？,其他,2
痔疮便秘者吃什么好？,预防,15
颅骨缺损了不修补对恢复有影响吗,治疗方法,8
请问大夫，去年肛门发痒，没在意，今年偶然发现长了像肉刺一样的东东，请问是什么病情？,病因,10
痔疮熏蒸后，第一次月经推迟，第三次正常，经血鲜红色，没有血块，腥臭味。没有过性行为，怎么回事？痔疮熏蒸后出现状况怎么办？,其他,2
做完内痔已12天，解大便还出血，线头还没脱落，多久后能开车？完全好要多少时间？,其他,2
高血压，心脏病，糖尿病患者可以服用追风透骨丸吗？能不能长期服用？,其他,2
孕妇睡觉半夜总会醒来腰酸背疼睡不着如何是好呢！真是烦死人了。睡不好心情烦躁。,治疗方法,8
盐酸舍曲林片我看了是抗抑郁的，对焦虑有作用吗?,适用症,14
怀孕初期基础体温变化是怎样的？第一次怀孕什么都不太懂，需要慢慢学习。,其他,2
你好，我前段时间小孩没了，然后患上了抑郁症，请问氢溴酸西酞普兰片(喜普妙)可以治疗抑郁症吗？,适用症,14
结肠息肉会癌变吗？吃什么中药可以治疗呢？有食疗方法吗,其他,2
脑发育不全性脑积水可以并发哪些疾病?,相关病症,12
有高血压，然后脑供血有点不足，服用吲达帕胺片可以吗？,适用症,14
我舅舅肺气肿严重听人说吃孟鲁司特钠片好，可以服用吗？,适用症,14
我父亲今年60。得了支气管扩张，一到冬天或温差大的时候就吐血请问有什么药可以治,治疗方法,8
如何改善肠胃,治疗方法,8
强迫症是什么时候提出,定义,4
这段时间感觉呼吸有一点难请问什么原因,病因,10
资阳癫痫医院排名？我孩子最近总是抽搐，而且口吐白沫，发育也比别的孩子缓慢，去医院检查以后发现孩子是先天性的羊角风，不知道有什么表现。那么，先天性癫痫病的表现有哪些,其他,2
肛门口长了红色小肿块，疼痛，是不是痔疮吗？怎么治疗？,其他,2
你好，有心脏病的人拉肚子能吃千喜片吗,适用症,14
便秘怎么办快速治疗,治疗方法,8
请问脚扭伤不到24小时可以用云南白药气雾剂吗,适用症,14
13号来的月经，19号结束，20-23都同房了，这几天感觉肚子胀胀的，大前天大便的时候白带带有一点褐色分泌物，前提白带有一点拉血丝，这几天白带都正常，就是肚子胀胀的，是精子着床怀孕了么,临床表现(病症表现),0
刚患上外痔，要如何预防治疗才好？,治疗方法,8
我感觉困的很，这到底是怎么回事呢？是嗜睡吗？,病因,10
葡萄糖算补品吗？平时给孩子喝水、喝牛奶都是加葡萄糖而不是白糖，请问这样是否更有助于孩子吸收？,其他,2
我的叔叔最近一段时间老是吃不下东西，恶心，呕吐，胸闷，气短，咳嗽，咳痰，咳痰的时候还会出现浓痰科学，支气管扩张复发的症状是什么？,临床表现(病症表现),0
请问乙状结肠癌术后化疗会引起肠梗阻吗,相关病症,12
肺部两例条纹增多需要吃什么药-才能恢复以前我五岁时得过胸膜炎希望医生能帮我解答谢谢,治疗方法,8
痔疮，长肉，擦了痔疮膏，吃什么药？饮食注意什么？,其他,2
医生您好，我孩子做了检查，发现在距孩子的脚趾27厘米处有一个血管瘤，请问一下是什么严重的病吗，怎么治疗，内蒙古婴儿的血管瘤脚趾之间能治好吗？,治疗方法,8
我之前得了心包积液，刚开始没什么明显的症状，医生让我观察一段时间，然后我昨天去检查医生说是恶性心包积液，想问恶性心包积液是怎么回事？,定义,4
痔疮半年多了，没治好。如何吃药和治疗？,治疗方法,8
看了几个月严重了，痰成阳性了,临床表现(病症表现),0
请问本人肥胖，有高血压，冠心病，痛风可以经常喝酒吗,其他,2
慢阻肺疾病能够彻底治愈吗？,治愈率,7
分水岭区脑梗死易发人群有哪些,其他,2
支气管扩张反复少量咯血怎么办,治疗方法,8
昆明最好癫痫病医院是那家伙？我的同学姐姐前两天被送到了医院，后来我们赶到医院的时候我才知道他得的是癫痫病，而且发作的时候特别的厉害，四肢抽搐的，把大家都吓坏了，想知道这个病应该不能吃什么食物？,病症禁忌,11
外公患有心脏病，不知道还可以吃复方氨酚烷胺片这个药物不？,治疗方法,8
慢阻肺患者如何安然度过冬？,治疗方法,8
阴茎短小有什么办法可以治疗,其他,2
我的情况是不是尿路感染啊？可以服用什么药物治疗啊？,治疗方法,8
儿童便秘怎么调理儿童便秘怎么调理,治疗方法,8
"性交之后小腹痛,什么原因..",病因,10
窦性心动过速能养宠物么,病症禁忌,11
我做了个妇科直肠B超检查，但是检查之后我偶然大便会带血，看着跟月经差不多，是不是检查的时候弄破我小腹了？,其他,2
脑损伤后综合征日常要注意什么,病症禁忌,11
"你好,请问十几年的房性早搏是否可用稳心颗粒？谢谢",适用症,14
肛门括约肌断裂并萎缩，能治治好吗？怎样治疗？,其他,2
阜阳治癫痫的医院？？表弟最近去医院检查出了癫痫，家里不是很富裕，难倒了一家人，癫痫治疗需要多少钱？癫痫治疗需要多少钱呢,费用,13
"我前几个月出差去外地回来后就不断地咳嗽,治疗后时好时坏,前些天去又刚回来后犯了同样的病,一直咳嗽咳痰,有时候还会呼吸困难,去医院检查了说是患有过敏性哮喘,这种病应该怎么治疗有效？",方法,6
宝宝6天没有大便,病因,10
如果心脏病患者吃了一颗多潘立酮片该怎么办,治疗方法,8
孩子直肠狭窄，需要做手术。请问直肠狭窄主要有哪些症状？,临床表现(病症表现),0
补腰子参鹿扶正片,其他,2
你好：我心跳过速早搏可以喝稳心颗粒吗？,适用症,14
强迫症人智商高吗？,其他,2
"医生您好?我是甘油三酯高的患者,请问我可以吃什么药来治疗呢?",治疗方法,8
腰痛宁胶囊能治类风湿吗？我妈76岁，得病类风湿整一年，吃这药能彻底治好吗,适用症,14
做提肛运动对痔疮有帮助吗？,治疗方法,8
小便次数多是什么病,临床表现(病症表现),0
"怀孕7个月了,胃痛怎么办",治疗方法,8
女性朋友患上癫痫病以后，生理健康和心理健康都会受到特别大的危害，而且癫痫病容易复发，是以，我们要晓得癫痫病发作的病因的，降低癫痫发作的概率。那么，诱发女性癫痫发作的病因的有些什么,病因,10
肚子胀怎么办啊?,治疗方法,8
大姆指骨折有一点错位可以打石膏吗,其他,2
肌肉扭伤，疼了有半，不见好转，现在不知道怎么办？,治疗方法,8
体重超标是什么原因引起的？胆固醇偏低，血压80到120血糖495,病因,10
吃富酸马索比洛尔片会得心脏病吗？会对心脏有伤害吗？,其他,2
中风之后导致的半身不遂可不可以服用茴天通络颗粒治疗的呢,适用症,14
我患有血栓栓塞性疾病，已经有血栓的形成，平时会有心肌梗死的现象，医生给我使用华法林钠片，用后有点腹泻，这是怎么回事呢？,临床表现(病症表现),0
直肠腺癌可不可以治愈？复发几率大概是多少？,其他,2
依托考昔片对急性痛风性关节炎效果怎么样？,适用症,14
肾上腺结节高血压多汗皮肤不好,其他,2
大便带血，肚子痛，一天拉好几回，都有血，便血是由于什么造成的？,病因,10
"你好，请问一下，我患有已经几个月了，头晕目眩，心悸耳鸣，神志不宁通常是什么症状，吃什么药好？,知道的麻烦解答一下，谢谢",其他,2
这几天右手臂发木，碰的时候麻麻的，感觉差，但是干什么也不会受影响，怎么回事儿？发现之前因为低血压吃过益气养血口服液，发现后就不吃了，有关么？,其他,2
高血压吃厄贝沙坦75mg，每天一次，服用6天，现血压降120左右低压75左右，副作用感觉头晕，乏力，请问我可以吃半片吗？我今年31岁还年轻，想逐渐慢慢停药可以吗？,其他,2
胃病吃什么蔬菜好,治疗方法,8
偶尔的癫痫虽然对癫痫病人的躯体健康有伤害，不过还不治好伤害到病人的生命。而常常保持着持续的发作状态时，就一定要多加以注意了。,预防,15
最近看了一篇报到，有糖尿病的人到了老年特别容易的老年糖尿病肾病，想知道老年糖尿病肾病的症状有什么？,临床表现(病症表现),0
怀孕19周，有过三次头晕眼花心悸气短，要晕倒，这是怎么回事？,病因,10
你好！我有风湿病，能用塞来昔布胶囊这个药来治疗吗？,适用症,14
我妻子最近总是出现幻觉思维紊乱请问敬平利培酮片合适她服用,适用症,14
结肠息肉会癌变吗？吃什么中药可以治疗呢？有食疗方法吗,其他,2
治疗原发性癫痫存在哪些误区?大家在日常生活中都非常重视癫痫病的治疗问题，在各大医院中癫痫病的治疗手段有许多，然而找到适合自身的治疗手段却很难，而且患者们都存在急切的心理，很容易走入治疗误区。,病症禁忌,11
我爸有高血压病史，一直吃降血压药，渐渐的心率也变的低了，我担心会窦性心动过缓，我想问一下窦性心动过缓的症状有哪些呢？,临床表现(病症表现),0
前两天晚上睡觉估计半夜两三点突然口渴醒了，醒来之后没有凉水喝，直接从冰箱拿了一盘子西瓜和菠萝吃了。第二天醒来嗓子有些疼，这都过了三四天越来越疼，就连吃东西喝水的时候嗓子都火辣辣的疼，这是什么情况？需要吃什么药？我有些轻微感冒就是那种有鼻涕有痰的那种,其他,2
之前有得过甲状腺，不能摄入碘，后来指数接近正常值后，总是感觉口干要喝水，中医说是气和失调，吃了好多中药也没用，是什么情况？,临床表现(病症表现),0
南充治疗便秘专科医院，干荷叶茶能治疗便秘吗?,适用症,14
我觉得恶心.难受.浑身难受,其他,2
哺乳期得了肠炎怎么办？,治疗方法,8
吃饭的时候牙缝塞东西出不来,其他,2
请问糜烂性胃炎加上食管炎、幽..,其他,2
脸部血管瘤如何治疗,治疗方法,8
某人氧耗量为300mlmin，动脉氧含量为200ml100ml血，肺动脉氧含量为15ml100ml血，心率为60次分，求问他的每搏输出量为多少，求给出具体解题过程，非常感谢,其他,2
感冒咳嗽引起的胸口疼,临床表现(病症表现),0
请问有糖尿病的人口腔溃疡吃点舌丸能行吗，没有什么不良反应的吧,适用症,14
经常觉得活着很累压力很大一个人经常发呆觉得活着真累没什么意思特别晚上想割完死了算了情绪很低不想说话会把自己关房间里,其他,2
成都肛肠医院专科医院治疗便秘好不好治疗便秘的小秘方有哪些？,治疗方法,8
有点上火鼻子出气都是热的，头痛，吃过莲花清瘟胶囊再吃的什么消炎药好的快，谢谢了,治疗方法,8
你好，我小孩不好好，可能是脾胃不好，龙牡壮骨颗粒可以吗？,适用症,14
":咳嗽1月余,前面一直在治疗,说是右下叶肺炎,注射头孢他啶20天左右,ct提示说是双肺间质性肺炎.这种病的后果严重么?该怎样进行治疗及用药?",其他,2
刚得急性心包炎的时候，症状不严重，也没有特别不舒服的感觉，就没有放在心上，现在被查出急性心包炎伴心包积液，请问急性心包炎伴心包积液怎么治？,治疗方法,8
怀孕两个月肚子胀怎么办,治疗方法,8
三次大便带血，上网调查好像是内痔疮症状，吃药能治疗吗？,治疗方法,8
这段时间走几步路感觉都是气喘嘘嘘的，还经常会出现呼吸不畅的问题，去检查发现是有肺炎，请问间质性肺炎好治么？,治愈率,7
老年人如何预防脑梗塞？,预防,15
最近突然出现胸闷、气短、呼吸困难、还伴有咳嗽，晚上更厉害，这是怎么回事有什么好的建议,其他,2
咳嗽，少量痰，咽部痒，呼吸道疼,临床表现(病症表现),0
我有多年的糖尿病，肠胃一直都不好，有时候会便血，但是以为是痔疮，后来体检的时候检查出患有直肠癌。直肠癌会出现便血吗，应该怎么治疗？,治疗方法,8
医生你好，请问用硝苯地平缓释片尿非常多继续服用此药？,适用症,14
医生您好！我想请问心肌炎吃果糖片好还是这个好？金维他,其他,2
我有先天性气管炎，经常会出现咳嗽，咳痰，呼吸无力，吃药也治不好，总是反反复复的，想去医院做一个支气管扩张手术，先天性支气管扩张后果？,治愈率,7
请问强骨胶囊是治疗肾阳虚还是肾阴虚的？请问强骨胶囊是治疗肾阳虚还是肾阴虚的？,适用症,14
脑血管瘤介入是要用什么针剂,方法,6
怎样更好的医治青少年癫痫?现在青少年癫痫病是众多癫痫癫痫病病人和多数家长重点注意的话题。青少年癫痫特别很大的影响着病患的正常生活和工作学习，朋友们应引起重视，那么怎样才能够更好的帮助病人医治青少年癫痫病呢?,治疗方法,8
肛周长小疙瘩，便血，得了痔疮。多吃什么比较好？,预防,15
那需要天天包扎吗？能用碘伏吗？,适用症,14
利必通和氟哌啶醇片；联合使用的效果好吗？我由于癫痫导致精神状况不太稳定，能用这两个药治疗吗？,适用症,14
请问碳酸钙维D3元素片是哪里生产的？,其他,2
体检血糖657空腹建议我去检查泌尿系统我想问下泌尿系统有问题会不会导致血糖偏高,相关病症,12
经常腹泻该怎么办呢？,治疗方法,8
米氮平片可以治疗什么病的,适用症,14
爸爸是有冠心病的情况，之前是吃其他药的，现在可以换成其他的吗？,治疗方法,8
咽喉肿痛、剧烈咳嗽、多痰,临床表现(病症表现),0
胸闷，气短，腹痛，胀气，大便黑色，但我有痔疮，能判断是什么毛病吗？,病因,10
怀孕五个月，今天大便后，感觉肛门突出，是内痔吗？应如何治疗？,其他,2
什么是糖尿病肾病？想知道早期糖尿病肾病有什么症状？这种疾病可怕吗？,其他,2
月经来了一个多月了，一个多月的时候检查的性激素六项了,临床表现(病症表现),0
前几天喝了点酒，喝完就觉得浑身不舒服，恶心想吐，心跳还快。马上去医院检查。说是急性心肌梗塞，来的早还好没有什么大问题。我想知道急性心肌梗塞首选药物是什么？,治疗方法,8
强迫症怎么缓解,治疗方法,8
"患有内痔，大便正常，经常疼痛,应如何治疗？",治疗方法,8
爷爷是Ⅱ型糖尿病患者，可以用参芪降糖颗粒治疗吗？,适用症,14
现在就是焦虑得情况，现在服用盐酸氟西汀胶囊行吗,适用症,14
左腿如蚂蚁叮咬，就是那种虫咬感，时间很长啦，没有在意，我查啦很多资料，说的是不安腿综合征，这种会转移到身体其他地方吗？现在胳膊也开始有这种感觉,临床表现(病症表现),0
多年痔疮可以做电子视频肠镜么？,化验/体检方案,3
孕晚期能用什么痔疮膏,适用症,14
请问十几年的房性早搏是否可用稳心颗粒？我不是很清楚，想了解一下。,适用症,14
慢性乙状结肠直肠炎，有便意感，腹部隐痛，大便不是很干糙，一日2—3次，不泄，有时不成形，用医生开的药灌肠，甲硝唑溶液、环丙沙星溶液、利多卡因、山莨菪碱注射液。稍有好转。有没有中药及西药方，灌肠的配方？饮食方面有需要注意的问题吗？,其他,2
丘脑胶质瘤应注意什么,病症禁忌,11
提肛能治疗痔疮吗？,治疗方法,8
结肠镜和直肠镜有什么区别？,其他,2
我最近总是感觉喘息不对，声音很粗重还很急促而且经常感觉胸闷咳嗽，有时甚至会呼吸困难，我很担心不知道自己身体出了什么问题，感觉和一个有哮喘的朋友的症状很像，是不是我也得了哮喘？,病因,10
脑动脉硬化颈部有班块脑供血不足吃过降脂药效果不太好我吃这个要行么,治疗方法,8
你好！我是女生今年16岁。最近常常觉得下体有异味，又常常感到有尿渗，内裤上还常有一点尿液。最近尿液也变黄色。之前很多时候还会觉得下体很痒，我到底怎么了？病了？严重吗？,病因,10
最近太阳穴左脑像缺氧一样，走路也觉得晕，是脑动脉供血不足应该怎么治疗,治疗方法,8
宝宝肛门是闭合，肛门下方有一个圆珠笔芯管大小的圆滑的孔是排大便的，是先天性肛门闭锁直肠会阴瘘吗？,其他,2
痔疮吃什么帮助治愈？,治疗方法,8
婴儿吃什么鱼肝油好的啊？大家告诉我下吧，我现在想给我宝宝补充的。,其他,2
女，47岁，二十年一直尿频尿不尽，做膀胱镜检查，说膀胱小，残留尿量大，该怎么办,临床表现(病症表现),0
这个药能长期服用吗，这样吃多了会影响到身体的健康？,其他,2
你好；请问固力康四烯甲萘醌软胶囊的主治症状及成份分别有那些呢？,其他,2
手上血管瘤怎么治,治疗方法,8
手臂上举无力，平抬无力重，请问怎么办呢？可以用什么药物来治疗吗？,治疗方法,8
头会不自觉的动，越紧张感觉动的更明显。,临床表现(病症表现),0
我因患急性肺炎打青霉素，同女友做爱后，现在性功能减退了，如何治疗为好？,其他,2
白癜风出现后会不会传染？白斑主要在手面上出现，斑点面积不大，没有疼痛感,传染性,1
你好，医生，请问一下我娘70岁心脏早搏医生让吃稳心颗粒,其他,2
您好，医生，我想咨询一下输尿管结石不能吃什么,病症禁忌,11
脑栓塞怎么回事？,病因,10
一周多的宝宝不爱吃饭怎么办？,治疗方法,8
治疗宝宝便秘的方法,治疗方法,8
双肾结石有1cm大有来特很多年了吃了中药和其他的中成药比如肾石通等等都没有效果，结石性质是六水磷酸铵镁做过体外碎石钬激光都没做完医生说还要继续做手术，听到做手术就害怕，现在想看看吃药能不能吃下来,临床表现(病症表现),0
以前的鼻痒，眼痒，呼吸困难这些症状，现在已经有了好转，但是现在半夜总是咳嗽，而且只在半夜，现在不知道是什么疾病？,定义,4
脑疝昏迷不醒怎么办？,治疗方法,8
医生，请问感冒了可以去体检吗,治疗方法,8
今天打球着凉了有点头疼鼻子不通气可以吃氨酚伪麻片吗,适用症,14
请问藤黄健骨片有没有激素，治疗颈椎病的效果怎么样呢,适用症,14
脾脏血管瘤是什么原因引起的,病因,10
冷水洗肛门对治愈痔疮效果好吗？有什么医学依据？,其他,2
请问：蛤蚧大补胶囊和蛤蚧补肾胶囊有什么区别,其他,2
颈椎疼、恶心、四肢无力、总想睡觉请问我得的是什么病呢.?,临床表现(病症表现),0
支气管扩张治疗多久能好？,治愈率,7
治疗气胸的方法有哪些,治疗方法,8
昨晚头疼的睡不着觉,临床表现(病症表现),0
血压低，导致头晕眼黑，走路有时没什么劲可以用什么药来治疗？最长可以服用多长时间？要注意些什么？,其他,2
慢性肠胃炎，反复发作，有时候会拉肚子与便秘交替。请问用什么药好一些,治疗方法,8
脑积水术后经常头痛吃什么口服药,适用症,14
老年人便秘的症状表现是什么,临床表现(病症表现),0
我朋友8年前因事故照成脑外伤，出现癫痫发作。四肢抽搐，两眼上翻，牙关紧闭，意识不清。癫痫常见的症状都是有哪些，不知道这种病是否好治疗，希望了解一些癫痫的常见症状。,临床表现(病症表现),0
我有亲人心悸气短，朋友介绍用生脉饮，这个药针对心悸气短有效吗？,适用症,14
咨询一下，磷酸苯丙哌林口服溶液糖尿病人可以吃吗？我这几天感冒咳嗽，有什么药糖尿病患者吃了不会有不良作用的吗？,其他,2
两肺少量纤维灶指的是什么原因,病因,10
30天后发现孩子的嘴角红红的，鼓包，医生说没问题，只是个血管瘤，哪我想知道，内蒙古婴儿嘴角的血管瘤能治好不？,治愈率,7
正天丸治疗偏头痛我可以买点什么来缓解一下吗？,治疗方法,8
新生儿化脓性脑膜炎是怎么回事,定义,4
我去年得了白癜风，胳膊上有一块一块大小不一的白斑，很是痛苦脖子上也有一小块，现在我都不敢穿短袖了，好苦恼。当时听到这个噩耗的时候，我有一段时间是非常的不开心，觉得好像世界都抛弃了我。有好的办法治疗白癜风吗?,治疗方法,8
强迫症会引起幻听吗,相关病症,12
你好！波立维有没规定在是饭前吃还是饭后吃，对于治疗不稳定性心绞痛或非Q波心肌梗死)患者的量是怎么样的？,其他,2
大便干，疼，有血，是痔疮。痔疮根据病况分几种？,定义,4
我去医院做了CT都说都很正常该怎么办吃什么药可以治疗,治疗方法,8
甘油三酯偏高怎么办,治疗方法,8
这一段时间不知是什么原因，检查出患有生殖器疱疹的毛病，也不是很了解这种病，所以感觉特别的害怕，还担心会传染给家人，所以想了解一下生殖器疱疹的治疗方法?,治疗方法,8
医生，你好。请问益安宁丸对高血压，血脂稠，血管堵塞有效果吗？老人用的。谢谢,适用症,14
我的腿上长了一块白斑，浅白色，边界不清楚，经诊断是白癜风，夏天里我不敢穿短裤和裙子，听说这种病不好治疗，而且容易扩散。,临床表现(病症表现),0
脓便血，成形，每日三四次，腹阵痛，腹鸣。复发，有什么中药方法治疗？,治疗方法,8
解大便困难，有血，去医院说直肠里长了囊肿，做了病理检查，结果还没有出来，我该怎么办？,其他,2
我的老公一直怀疑我有心房颤动一直撺掇这我去体检，现在公司组织体检了，请问体检可以查出心房颤动吗？,其他,2
咨询一下，维尔固盐酸氨基葡萄糖胶囊是不是可以缓解关节炎引起的疼痛,适用症,14
打耳洞了，现在有点痒，能不能擦碘伏,其他,2
9个月宝宝拉肚子，一天拉了十多次，有一点咳嗽和流清涕,临床表现(病症表现),0
吃什么药治疗痔疮？饮食注意什么？,其他,2
便秘，有痔疮，这几年忍着，自己找清火药吃，越来越疼了。痔疮用HCPT微创综合肛肠治疗术好吗？,治疗方法,8
我想请问下，芪苈强心胶囊适合什么样的心脏病病人啊？,适用症,14
患有内痔一星期，大便时会流很多血，不痛，平时感觉肛门很痒，用了马应龙痔疮栓无效，找中医开了中药后又复发，应如何治疗？,治疗方法,8
颅骨骨膜窦怎么诊断,定义,4
这段时间断断续续，总是觉得胸口疼，去医院做了检查后发现自己得了不稳定性心绞痛，我对心脏类的病只知道可以放支架，请问，不稳定性心绞痛需要放支架吗？,治疗方法,8
肾性骨病的患者用阿法骨化醇软胶囊合适吗？,适用症,14
你好！我想请问我的脚有风湿，可以用正红花油吗？有什么效果？,适用症,14
髓母细胞瘤日常要注意什么,病症禁忌,11
元胡止痛滴丸??和元胡止痛胶囊的效果一样不我前段时间去医院说是心肌缺血胸口痛,其他,2
我又肺部有疼痛感，几天以后又复发，什么情况,临床表现(病症表现),0
老是想上厕所怎么回事啊,临床表现(病症表现),0
拉肚子绿色便便,治疗方法,8
虽然癫痫有一部分的遗传性，然而有的时候患者之所以会患上癫痫而是由于一些其它的因素诱发出来的。所以，关于我们每个人来说预防癫痫就显得非常重要了。当然，癫痫患者在平时医治的过程中，护理工作就显得尤其的重要。,其他,2
吃完槟榔可以吃感冒药吗,病症禁忌,11
开放性颅脑损伤有什么危害？,相关病症,12
宝宝长期腹泻吃什么药,治疗方法,8
大骨节病服用藤黄健骨片怎么样？,适用症,14
九个月的孕妇可以吃枯草杆菌二连活菌颗粒和尼美舒利颗粒吗？,其他,2
每天上厕所，大便都很臭，请问这是什么引起的？怎么办？,病因,10
请问草酸艾司西酞普兰片是国产的还是进口的吗,其他,2
医生，永信硫酸氨基葡萄糖胶囊是不是治疗骨关节炎的？,适用症,14
我甘油三脂823r-谷氨酰转酞酶2150，不知道这个时候是不是不能吃生冷的食物呢,病症禁忌,11
之前患过抑郁症，可是好了，现在感觉压力太大了又复发，怎么办,治疗方法,8
贴痔疮贴有用吗？能彻底治疗吗？,其他,2
痔疮脱出是什么意思？,定义,4
我想要乳果糖口服液，那种比较好,其他,2
多汗，下体经常湿润，我这样的症状该怎么办才会好？,治疗方法,8
11个月宝宝便秘怎么办,治疗方法,8
肛周长小疙瘩，便血，得了痔疮。多吃什么比较好？,预防,15
您好，请问这个药有什么好的作用吗？？适合服用治疗吗,其他,2
尿液是黄色的是怎么回事,临床表现(病症表现),0
内分泌失调吃乌鸡丸，血还发黑，血块也有怎么回事。,病因,10
每天醒来肚子咕噜折腾，不舒服，不知道进行的治疗就是有什么的办法,临床表现(病症表现),0
一个朋友在最近有了越来越瘦的情况，而且看着他也没有精神，到医院检查后，发现得了间质性肺炎了，那么，间质性肺炎治的好吗？,治愈率,7
医生你好：为什么我老婆恶心的时候腹痛。,病因,10
便秘，真难受啊！,其他,2
最近查出支气管炎，不知道支气管炎和肺炎有什么区别，严重吗？,其他,2
医生你好，请问藤黄健骨片可以治疗骨折吗,适用症,14
混合痔。大便有肿物，饮食上不注意或休息不好就不舒服，做了这两痔疮手术之后，仍然大便时有肿物脱出，还是那么大，这种情怎样治疗？能不能彻底治疗？,其他,2
请问双氯芬酸二乙胺乳胶剂主治功能是什么呢？有需注意的事项吗？,其他,2
我妈每天口渴的厉害喝多少水小便也很多，血糖不高可以用消渴丸吗,适用症,14
我的弟弟有癫痫病，已经一年多了。一直都在吃药治疗，但是都没有什么好的效果，该怎么去治疗呢？怎么样治疗好呢,治疗方法,8
你好，请问心梗患者能吃芪苈强心胶囊吗?谢谢啊,适用症,14
精神分裂症是不是可以吃舒思富马酸喹硫平片的,治疗方法,8
请问59岁得了膀胱结石，前列腺增大排尿障碍，要如何治疗呢？,治疗方法,8
我也不知道我是不是得抑郁症了，情绪很低落，智想我的前任男朋友，他不理我，我就越想他，感觉分分秒秒都在想他。一直持续了一年多。怎么办,其他,2
怎么治疗脑梗塞,方法,6
小孩消化不良吃什么药,治疗方法,8
爷爷检查是气滞血瘀所致的胸痹，用复方丹参片怎么样？,适用症,14
心脏支架三个月了，心绞痛，肩膀酸含硝酸甘油有缓解，还是有点酸！什么情况,临床表现(病症表现),0
我想了解一下，通络开痹片治疗类风湿性关节炎的效果怎么样？,适用症,14
少女月经腹痛该怎么办,治疗方法,8
痔疮也要做电子视频肠镜吗？,化验/体检方案,3
九岁的孩子声音总是嘶哑的，可以服用什么药物呢？,治疗方法,8
有胃炎和十二直肠溃疡要怎么办？,治疗方法,8
早期孕妇失眠怎么办，怀孕早期出现失眠的情况请问有些什么好的办法可以改善过来呀？,治疗方法,8
弥漫性轴索损伤有什么危害？,病症禁忌,11
早上起来打喷嚏流鼻涕晚上不通气偶尔鼻梁疼痛晚上也是不停的打喷嚏,临床表现(病症表现),0
我今年42岁了，我的身体一直都挺好的，今天早上起床之后总是觉得呼吸有些困难，特别的难受，说是呼吸道堵塞，我想问一下呼吸道阻塞会怎么样？,临床表现(病症表现),0
宝宝肠胃不好吃什么调理？,治疗方法,8
三叉神经感觉性神经病有什么饮食禁忌？,病症禁忌,11
痔疮，长肉，擦了痔疮膏，吃什么药？饮食注意什么？,其他,2
这个情况我知道，可是有人说除了防止高血脂之外还能预防心脏病，是吗？为什么？,其他,2
我这段时间经常胸闷痛、心悸、心慌、气短乏力，这药可以治疗吗?效果好吗？,其他,2
肚子变大了到底怎么回事？请各路神仙相助。,病因,10
如何治疗颅骨骨膜窦,方法,6
5月30日凌晨发烧，去医院检查血常规，病毒性，吃的莲花清瘟，30日到31日两天体温维持在37.5左右，6月1日反复38度以上，吃布洛降温，感觉完全是靠着布洛芬降温，药效过去就升高，这到底是怎么回事,病因,10
里急后重严重，晚上去3次厕所，便量少;大便稀，没便血症状！肛门痛，小腹疼痛。情绪易激动，要吃些什么药？,治疗方法,8
痔疮会影响胎停育吗,相关病症,12
过敏性哮喘怎么预防？,预防,15
我上过厕所还没有几分钟还想上怎么回事,临床表现(病症表现),0
骨折后恢复比较慢，可以服用骨康胶囊吗，是否有效果？,其他,2
老人家痰多咳不出来，患有慢支和肺气肿，冬天症状比较严重。,其他,2
颅内转移瘤怎么办,治疗方法,8
右上腹这段时间隐隐作痛，持续已经一个多星期，但是现在就是一直没办法缓解，并且还有越来越痛的趋势，不知道怎么办，是什么导致右上腹隐痛的呢？要怎么才能有效缓解隐痛？,临床表现(病症表现),0
孩子总是大便干怎么办,治疗方法,8
尿道造影怎么做,方法,6
颅脑火器性损伤易发人群有哪些,其他,2
